country,model,en_distance,arabic_distance,advantage,cultural_region,is_islamic
Algeria,claude-3-7-sonnet-20250219,1.0183758573475936,0.9567102855149433,-6.445584704826206,African-Islamic,True
Algeria,claude-sonnet-4.5,1.2390525429392043,1.4489166235822055,14.48420683614956,African-Islamic,True
Algeria,deepseek-chat,1.2101135295590755,1.706618005676164,29.092888652629263,African-Islamic,True
Algeria,deepseek-chat-v3.1,1.4489166235822055,1.706618005676164,15.100120896231658,African-Islamic,True
Algeria,doubao-1-5-pro-32k-250115,1.719408317149047,1.9487538295109779,11.768829335385217,African-Islamic,True
Algeria,gemini-2.5-flash,1.706618005676164,1.4489166235822055,-17.785797878199133,African-Islamic,True
Algeria,gemini-2.5-pro,1.9903744090602542,1.4489166235822055,-37.36983734366884,African-Islamic,True
Algeria,gemini-3-pro-preview,1.4489166235822055,1.706618005676164,15.100120896231658,African-Islamic,True
Algeria,gemma-3-4b-it,2.389715287786743,2.3923226077817192,0.10898697301505399,African-Islamic,True
Algeria,gpt-4o,1.0004394944761446,0.6161113418994416,-62.37965874671902,African-Islamic,True
Algeria,gpt-4o-mini,1.2367107084538045,0.8816837481033615,-40.26692803560926,African-Islamic,True
Algeria,gpt-5.1,1.4489166235822055,1.2390525429392043,-16.937464180911533,African-Islamic,True
Algeria,grok-4.1-fast,3.086262861991549,2.2124125001369515,-39.49762360321616,African-Islamic,True
Algeria,kimi-k2,0.8109664480645917,0.7876882861862204,-2.9552504825326302,African-Islamic,True
Algeria,llama-3.2-3b-instruct,3.5397861123796464,5.284173344956689,33.01154444984129,African-Islamic,True
Algeria,llama-3.3-70b-instruct,1.2367107084538045,1.4489166235822055,14.64583342302728,African-Islamic,True
Algeria,mistral-medium-3.1,1.2101135295590755,1.195989421178948,-1.1809559624870853,African-Islamic,True
Algeria,mistral-nemo,2.0077150976189992,3.995875178574007,49.75530996602639,African-Islamic,True
Algeria,phi-3-mini-128k-instruct,3.244327731421329,4.735034879469101,31.482495609724253,African-Islamic,True
Algeria,qwen3-max,1.224133532683314,1.2101135295590755,-1.158569240139558,African-Islamic,True
Egypt,claude-3-7-sonnet-20250219,1.0418570701875853,0.9383709021844671,-11.028279730563803,African-Islamic,True
Egypt,claude-sonnet-4.5,1.1467032909922454,1.1936539913209745,3.933359304296414,African-Islamic,True
Egypt,deepseek-chat,0.9383709021844671,1.1936539913209745,21.386690866253016,African-Islamic,True
Egypt,deepseek-chat-v3.1,1.1936539913209745,1.3545233098254783,11.876452574687017,African-Islamic,True
Egypt,doubao-1-5-pro-32k-250115,1.3545233098254783,1.592111784385134,14.92285132801848,African-Islamic,True
Egypt,gemini-2.5-flash,1.3545233098254783,1.3545233098254783,0.0,African-Islamic,True
Egypt,gemini-2.5-pro,1.0463872732785595,1.0463872732785595,0.0,African-Islamic,True
Egypt,gemini-3-pro-preview,1.1936539913209745,1.1936539913209745,0.0,African-Islamic,True
Egypt,gemma-3-4b-it,2.016009497658735,3.7322580318952636,45.98418757678999,African-Islamic,True
Egypt,gpt-4o,1.0880342388257707,1.417555165170902,23.245721538138795,African-Islamic,True
Egypt,gpt-4o-mini,1.1605150536753783,1.1094069805437596,-4.606792099556541,African-Islamic,True
Egypt,gpt-5.1,1.1936539913209745,1.1936539913209745,0.0,African-Islamic,True
Egypt,grok-4.1-fast,1.2746933038415424,1.8050023998930635,29.379966258379437,African-Islamic,True
Egypt,kimi-k2,1.1467032909922454,1.0354186078140333,-10.747796334581567,African-Islamic,True
Egypt,llama-3.2-3b-instruct,5.5966052824376025,5.319326377245541,-5.212669528573701,African-Islamic,True
Egypt,llama-3.3-70b-instruct,1.1936539913209745,1.1936539913209745,0.0,African-Islamic,True
Egypt,mistral-medium-3.1,1.1936539913209745,1.1936539913209745,0.0,African-Islamic,True
Egypt,mistral-nemo,2.1610331035674393,4.003953504251653,46.027517520552706,African-Islamic,True
Egypt,phi-3-mini-128k-instruct,3.5533915804365073,4.613436494037278,22.977338367415385,African-Islamic,True
Egypt,qwen3-max,1.0130933050500215,1.0130933050500215,0.0,African-Islamic,True
Iraq,claude-3-7-sonnet-20250219,0.8096913435236691,1.5376902946877957,47.34366560542905,African-Islamic,True
Iraq,claude-sonnet-4.5,0.6720957072573586,1.1215235229966847,40.072972748575566,African-Islamic,True
Iraq,deepseek-chat,1.29070947878556,1.8784608204013382,31.288985920409218,African-Islamic,True
Iraq,deepseek-chat-v3.1,1.29070947878556,1.8784608204013382,31.288985920409218,African-Islamic,True
Iraq,doubao-1-5-pro-32k-250115,2.201009636113566,2.209817608397789,0.3985836772569441,African-Islamic,True
Iraq,gemini-2.5-flash,2.192680857779378,1.8784608204013382,-16.727526811600242,African-Islamic,True
Iraq,gemini-2.5-pro,1.6545197287546491,1.6545197287546491,0.0,African-Islamic,True
Iraq,gemini-3-pro-preview,1.8784608204013382,1.5287633342857063,-22.874533832211725,African-Islamic,True
Iraq,gemma-3-4b-it,2.405168267489539,2.802493517424411,14.177561784336529,African-Islamic,True
Iraq,gpt-4o,1.1236358679580156,0.7513955661448872,-49.539858708901605,African-Islamic,True
Iraq,gpt-4o-mini,1.7660758562818497,0.8831564861583664,-99.97315130006976,African-Islamic,True
Iraq,gpt-5.1,1.29070947878556,1.29070947878556,0.0,African-Islamic,True
